Date,Rank,Streams,Singer,Song Title,feat,Extras,Christmas
2019-11-01,177,"54,637",Journey,Don't Stop Believin',,,N
2019-11-01,178,"54,584","Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,,,N
2019-11-01,179,"54,570",Billie Eilish,Lovely,With Khalid,,N
2019-11-01,180,"54,413",Jonas Blue,What I Like About You,Feat. Theresa Rex,,N
2019-11-01,181,"54,255",My Chemical Romance,Welcome To The Black Parade,,,N
2019-11-01,182,"54,240",D-block Europe,Kitchen Kings,,,N
2019-11-01,183,"54,224",Avicii,Sos,Feat. Aloe Blacc,,N
2019-11-01,184,"53,958",Ali Gatie,It's You,,,N
2019-11-01,185,"53,868",Oasis,Don't Look Back In Anger - Remastered,,,N
2019-11-01,186,"53,744",Post Malone,Better Now,,,N
2019-11-01,187,"53,735","The Chainsmokers, Illenium",Takeaway,Feat. Lennon Stella,,N
2019-11-01,188,"53,665",Sam Smith,Dancing With A Stranger,With Normani,,N
2019-11-01,189,"53,416",Calvin Harris,Giant,With Rag'n'bone Man,,N
2019-11-01,190,"53,265","Earth, Wind Fire",September,,,N
2019-11-01,191,"53,182",Calvin Harris,One Kiss,With Dua Lipa,,N
2019-11-01,192,"53,000",Gerry Cinnamon,Belter,,,N
2019-11-01,193,"52,839",George Ezra,Paradise,,,N
2019-11-01,194,"52,813",Elton John,Rocket Man,"I Think It's Going To Be A Long, Long Time",,N
2019-11-01,195,"52,737",Tame Impala,The Less I Know The Better,,,N
2019-11-01,196,"52,536",Stormzy,Crown,,,N
2019-11-01,197,"52,528",A Boogie Wit Da Hoodie,Swervin,Feat. 6ix9ine,,N
2019-11-01,198,"52,516","Hardy Caprio, One Acen",Best Life,,,N
2019-11-01,199,"52,286","Ti&Euml;Sto, Jonas Blue, Rita Ora",Ritual,,,N
2019-11-01,200,"51,962",Gerry Cinnamon,Canter,,,N
2019-11-02,1,"633,707",Tones And I,Dance Monkey,,,N
2019-11-02,2,"360,450",Regard,Ride It,,,N
2019-11-02,3,"330,873",Dua Lipa,Don't Start Now,,,N
2019-11-02,4,"301,208",Post Malone,Circles,,,N
2019-11-02,5,"279,002",Ed Sheeran,South Of The Border,Feat. Camila Cabello & Cardi B,,N
2019-11-02,6,"252,402",Lewis Capaldi,Someone You Loved,,,N
2019-11-02,7,"247,414",Kanye West,Follow God,,,N
2019-11-02,8,"241,849",Selena Gomez,Lose You To Love Me,,,N
2019-11-02,9,"237,503",Travis Scott,Highest In The Room,,,N
2019-11-02,10,"234,953","Riton, Oliver Heldens",Turn Me On,Feat. Vula,,N
2019-11-02,11,"234,822",Joel Corry,Sorry,,,N
2019-11-02,12,"232,764",Aitch,Buss Down,Feat. Ziezie,,N
2019-11-02,13,"220,354",Harry Styles,Lights Up,,,N
2019-11-02,14,"219,818",Maroon 5,Memories,,,N
2019-11-02,15,"219,462",Aitch,Taste,Make It Shake,,N
2019-11-02,16,"212,127","Meduza, Becky Hill, Goodboys",Lose Control,,,N
2019-11-02,17,"208,884","Jorja Smith, Burna Boy",Be Honest,,,N
2019-11-02,18,"208,405",Aj Tracey,Ladbroke Grove,,,N
2019-11-02,19,"202,142","Kygo, Whitney Houston",Higher Love,,,N
2019-11-02,20,"200,777",Dermot Kennedy,Outnumbered,,,N
2019-11-02,21,"200,332",Blackbear,Hot Girl Bummer,,,N
2019-11-02,22,"196,500",Young T Bugsey,Strike A Pose,Feat. Aitch,,N
2019-11-02,23,"191,483",Dominic Fike,3 Nights,,,N
2019-11-02,24,"185,878",Dave,Professor X,,,N
2019-11-02,25,"174,280",Sam Feldt,Post Malone,Feat. Rani,,N
2019-11-02,26,"173,935",Lewis Capaldi,Bruises,,,N
2019-11-02,27,"169,822",Ed Sheeran,Beautiful People,Feat. Khalid,,N
2019-11-02,28,"164,593",Sam Smith,How Do You Sleep?,,,N
2019-11-02,29,"164,201","Shawn Mendes, Camila Cabello",Se&Ntilde;Orita,,,N
2019-11-02,30,"162,418",Lizzo,Good As Hell,Feat. Ariana Grande,- Remix,N
2019-11-02,31,"156,549",Camila Cabello,Liar,,,N
2019-11-02,32,"152,917",Lil Tecca,Ransom,,,N
2019-11-02,33,"149,863",Niall Horan,Nice To Meet Ya,,,N
2019-11-02,34,"148,667",Billie Eilish,Bad Guy,,,N
2019-11-02,35,"148,473",Ti&Euml;Sto,God Is A Dancer,With Mabel,,N
2019-11-02,36,"142,797","Krept Konan, D-block Europe, Ling Hussle",Tell Me,,,N
2019-11-02,37,"140,862",Headie One,Both,,,N
2019-11-02,38,"139,494",Ed Sheeran,I Don't Care,With Justin Bieber,,N
2019-11-02,39,"137,837",Dave,Location,Feat. Burna Boy,,N
2019-11-02,40,"137,091",Ed Sheeran,Take Me Back To London,Feat. Stormzy,,N
2019-11-02,41,"135,477","Lauv, Anne-marie","Fuck, I'm Lonely",,,N
2019-11-02,42,"131,323","Aj Tracey, Skepta",Kiss And Tell,,,N
2019-11-02,43,"131,273",Lil Nas X,Panini,,,N
2019-11-02,44,"122,797",Mist,So High,Feat. Fredo,,N
2019-11-02,45,"119,184",Dan + Shay,"10,000 Hours",With Justin Bieber,,N
2019-11-02,46,"118,235",Jax Jones,This Is Real,Ft. Ella Henderson,,N
2019-11-02,47,"116,594",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-11-02,48,"115,709",Stormzy,Vossi Bop,,,N
2019-11-02,49,"114,530",Selena Gomez,Look At Her Now,,,N
2019-11-02,50,"114,234","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2019-11-02,51,"114,138",Lizzo,Truth Hurts,,,N
2019-11-02,52,"107,620",Halsey,Graveyard,,,N
2019-11-02,53,"105,946","M Huncho, Nafe Smallz",Thumb,,,N
2019-11-02,54,"105,616",Juice Wrld,Bandit,With Youngboy Never Broke Again,,N
2019-11-02,55,"105,503",Ariana Grande,Bad To You,With Normani & Nicki Minaj,,N
2019-11-02,56,"99,965",Poundz,Opp Thot,,,N
2019-11-02,57,"98,708","Meduza, Goodboys",Piece Of Your Heart,,,N
2019-11-02,58,"98,662",Lewis Capaldi,Hold Me While You Wait,,,N
2019-11-02,59,"97,875","Y2k, Bbno$",Lalala,,,N
2019-11-02,60,"96,570","Krept Konan, Wizkid",G Love,,,N
2019-11-02,61,"96,314",Endor,Pump It Up,,,N
2019-11-02,62,"95,719",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-11-02,63,"94,838",Normani,Motivation,,,N
2019-11-02,64,"93,277",Arizona Zervas,Roxanne,,,N
2019-11-02,65,"92,207",Shaed,Trampoline,With Zayn,,N
2019-11-02,66,"92,136",Chris Brown,No Guidance,Feat. Drake,,N
2019-11-02,67,"90,912","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-11-02,68,"90,720","Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, Jay1",Keisha & Becky - Remix,,,N
2019-11-02,69,"90,487",The Killers,Mr. Brightside,,,N
2019-11-02,70,"89,927",Coldplay,Orphans,,,N
2019-11-02,71,"89,669",Post Malone,Take What You Want,Feat. Ozzy Osbourne & Travis Scott,,N
2019-11-02,72,"88,521",Ariana Grande,Don't Call Me Angel,Charlie's Angels,(With Miley Cyrus & Lana Del Rey),N
2019-11-02,73,"88,218",Lizzo,Good As Hell,,,N
2019-11-02,74,"81,472","Sigala, Ella Henderson",We Got Love,,,N
2019-11-02,75,"80,845",Summer Walker,Playing Games,With Bryson Tiller,- Extended Version,N
2019-11-02,76,"80,741",D-block Europe,Home P*Ssy,,,N
2019-11-02,77,"80,264","Dave, Aj Tracey",Thiago Silva,,,N
2019-11-02,78,"79,252",George Ezra,Shotgun,,,N
2019-11-02,79,"76,925",Raye,Love Me Again,With Jess Glynne,,N
2019-11-02,80,"75,223","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-11-02,81,"75,084",Young Thug,Hot,Remix,[Feat. Gunna And Travis Scott],N
2019-11-02,82,"74,444",Nsg,Trust Issues,,,N
2019-11-02,83,"72,038",Queen,Bohemian Rhapsody - Remastered 2011,,,N
2019-11-02,84,"70,609","Sigala, Becky Hill",Wish You Well,,,N
2019-11-02,85,"70,264","Nsg, Tion Wayne",Options,,,N
2019-11-02,86,"70,126",Ava Max,Sweet But Psycho,,,N
2019-11-02,87,"69,582",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-11-02,88,"69,258",Ynw Melly,223's,Feat. 9lokknine,,N
2019-11-02,89,"68,669",Mabel,Mad Love,,,N
2019-11-02,90,"68,557",Stormzy,Wiley Flow,,,N
2019-11-02,91,"68,466",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-11-02,92,"67,868","Dave, Fredo",Funky Friday,,,N
2019-11-02,93,"66,402",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-11-02,94,"65,421",Lil Tecca,Love Me,,,N
2019-11-02,95,"64,759",Katy Perry,Harleys In Hawaii,,,N
2019-11-02,96,"64,632",Mabel,Don't Call Me Up,,,N
2019-11-02,97,"64,536","Krept Konan, Spice, Tory Lanez",First Time,,,N
2019-11-02,98,"63,668",Lewis Capaldi,Grace,,,N
2019-11-02,99,"63,650","Major Lazer, Khalid, Death Stranding: Timefall, Diplo",Trigger,,,N
2019-11-02,100,"62,071",Post Malone,Wow.,,,N
2019-11-02,101,"62,013",Ariana Grande,"Thank U, Next",,,N
2019-11-02,102,"61,781",Ariana Grande,Boyfriend,With Social House,,N
2019-11-02,103,"61,415",Freya Ridings,Castles,,,N
2019-11-02,104,"61,401","Krept Konan, Stormzy, Cadet",Keep Talking,,,N
2019-11-02,105,"61,223",Kanye West,Closed On Sunday,,,N
2019-11-02,106,"61,216",Jonas Brothers,Sucker,,,N
2019-11-02,107,"61,210",Queen,Don't Stop Me Now - Remastered 2011,,,N
2019-11-02,108,"61,148","Marshmello, Bastille",Happier,,,N
2019-11-02,109,"60,480","French Montana, Rvssian",Writing On The Wall,Feat. Post Malone & Cardi B,,N
2019-11-02,110,"60,261",Ariana Grande,7 Rings,,,N
2019-11-02,111,"60,118",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-11-02,112,"59,889",Oasis,Wonderwall - Remastered,,,N
2019-11-02,113,"59,775",Lil Tjay,F.N,,,N
2019-11-02,114,"59,598",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-11-02,115,"59,583","Krept Konan, Headie One, K-trap",I Spy,,,N
2019-11-02,116,"59,545",Zedd,Good Thing,With Kehlani,,N
2019-11-02,117,"59,157",Travis Scott,Sicko Mode,,,N
2019-11-02,118,"58,731",Kanye West,Selah,,,N
2019-11-02,119,"58,566","D-block Europe, Lil Baby",Nookie,,,N
2019-11-02,120,"58,349",Jax Jones,Harder,With Bebe Rexha,,N
2019-11-02,121,"58,097","Hardy Caprio, Digdat",Guten Tag,,,N
2019-11-02,122,"57,707",Young Thug,The London,Feat. J. Cole & Travis Scott,,N
2019-11-02,123,"57,673",Fleetwood Mac,Everywhere - 2017 Remaster,,,N
2019-11-02,124,"57,590",Kanye West,On God,,,N
2019-11-02,125,"57,558",Ed Sheeran,Cross Me,Feat. Chance The Rapper & Pnb Rock,,N
2019-11-02,126,"57,466",The Script,The Last Time,,,N
2019-11-02,127,"57,187",Juice Wrld,Lucid Dreams,,,N
2019-11-02,128,"57,096","Internet Money, Lil Tecca, A Boogie Wit Da Hoodie",Somebody,,,N
2019-11-02,129,"57,040",Toto,Africa,,,N
2019-11-02,130,"56,654",Whitney Houston,I Wanna Dance With Somebody,Who Loves Me,,N
2019-11-02,131,"56,190","Diplo, Jonas Brothers",Lonely,,,N
2019-11-02,132,"55,911","Solardo, Eli Brown",Xtc,,,N
2019-11-02,133,"55,765",Aj Tracey,Butterflies,Feat. Not3s,,N
2019-11-02,134,"55,758",Anne-marie,2002,,,N
2019-11-02,135,"55,653",James Arthur,Say You Won't Let Go,,,N
2019-11-02,136,"55,455",Lil Mosey,Stuck In A Dream,Feat. Gunna,,N
2019-11-02,137,"55,109",Bts,Make It Right,Feat. Lauv,,N
2019-11-02,138,"55,075",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-11-02,139,"54,985","Sidhu Moose Wala, Mist, Steel Banglez",47,Feat. Stefflon Don,,N
2019-11-02,140,"54,602",Drake,Behind Barz - Bonus,,,N
2019-11-02,141,"53,814",Summer Walker,Come Thru,With Usher,,N
2019-11-02,142,"53,502",Ed Sheeran,Take Me Back To London,Remix,"[Feat. Stormzy, Jaykae & Aitch]",N
2019-11-02,143,"53,424",Post Malone,Saint-tropez,,,N
2019-11-02,144,"53,387",Ed Sheeran,Shape Of You,,,N
2019-11-02,145,"53,336",Billie Eilish,When The Party's Over,,,N
2019-11-02,146,"53,225",Journey,Don't Stop Believin',,,N
2019-11-02,147,"53,131",Toploader,Dancing In The Moonlight,,,N
2019-11-02,148,"52,898",Shawn Mendes,If I Can't Have You,,,N
2019-11-02,149,"52,653",Tion Wayne,2 On 2 - Tion Wayne X Jay1,,,N
2019-11-02,150,"52,562",Jay1,Mocking It,,,N
2019-11-02,151,"52,287",Panic! At The Disco,High Hopes,,,N
2019-11-02,152,"52,279",D-block Europe,Outside,,,N
2019-11-02,153,"52,122",Post Malone,Hollywood's Bleeding,,,N
2019-11-02,154,"52,065",Billie Eilish,Lovely,With Khalid,,N
2019-11-02,155,"51,886","Earth, Wind Fire",September,,,N
2019-11-02,156,"51,754",Elton John,Rocket Man,"I Think It's Going To Be A Long, Long Time",,N
2019-11-02,157,"51,685",Katy Perry,Never Really Over,,,N
2019-11-02,158,"50,952","Cadet, Deno",Advice,,,N
2019-11-02,159,"50,719",Tom Walker,Just You And I,,,N
2019-11-02,160,"50,652",Ali Gatie,It's You,,,N
2019-11-02,161,"50,554",Calvin Harris,One Kiss,With Dua Lipa,,N
2019-11-02,162,"50,463",Avicii,Sos,Feat. Aloe Blacc,,N
2019-11-02,163,"50,264","Kanye West, Clipse, Kenny G",Use This Gospel,,,N
2019-11-02,164,"50,135",Vance Joy,Riptide,,,N
2019-11-02,165,"50,081",The Cast Of Rupaul's Drag Race Uk,Break Up Bye Bye - Frock Destroyers Version,,,N
2019-11-02,166,"50,065",Sam Smith,Dancing With A Stranger,With Normani,,N
2019-11-02,167,"49,744",Wham!,Last Christmas,,,Y
2019-11-02,168,"49,722","Kanye West, Ty Dolla $Ign, Ant Clemons",Everything We Need,,,N
2019-11-02,169,"49,668","Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,,,N
2019-11-02,170,"49,503",Jay1,4am In Coventry,,,N
2019-11-02,171,"49,457",D-block Europe,Kitchen Kings,,,N
2019-11-02,172,"49,327",Taylor Swift,You Need To Calm Down,,,N
2019-11-02,173,"49,283",Calvin Harris,Giant,With Rag'n'bone Man,,N
2019-11-02,174,"49,031",Lizzo,Juice,,,N
2019-11-02,175,"49,000",Krept Konan,Goat Level,,,N
2019-11-02,176,"48,960","Estelle, Kanye West",American Boy,,,N
2019-11-02,177,"48,959",Imagine Dragons,Believer,,,N
2019-11-02,178,"48,751","Queen, David Bowie",Under Pressure - Remastered 2011,,,N
2019-11-02,179,"48,681",Post Malone,Better Now,,,N
2019-11-02,180,"48,484",A Boogie Wit Da Hoodie,Swervin,Feat. 6ix9ine,,N
2019-11-02,181,"48,426",Sam Smith,I Feel Love,,,N
2019-11-02,182,"48,262",Queen,Another One Bites The Dust - Remastered 2011,,,N
2019-11-02,183,"48,245","The Chainsmokers, Illenium",Takeaway,Feat. Lennon Stella,,N
2019-11-02,184,"47,986",Ynw Melly,Murder On My Mind,,,N
2019-11-02,185,"47,952",Fleetwood Mac,Go Your Own Way - 2004 Remaster,,,N
2019-11-02,186,"47,928",Becky Hill,I Could Get Used To This,With Weiss,,N
2019-11-02,187,"47,872",Oasis,Don't Look Back In Anger - Remastered,,,N
2019-11-02,188,"47,871",Dave,Disaster,Feat. J Hus,,N
2019-11-02,189,"47,710","Ti&Euml;Sto, Jonas Blue, Rita Ora",Ritual,,,N
2019-11-02,190,"47,659",Tame Impala,The Less I Know The Better,,,N
2019-11-02,191,"47,589",Ed Sheeran,Perfect,,,N
2019-11-02,192,"47,318",Jonas Blue,What I Like About You,Feat. Theresa Rex,,N
2019-11-02,193,"47,201",Krept Konan,Salaam,,,N
2019-11-02,194,"46,849",Gerry Cinnamon,Belter,,,N
2019-11-02,195,"46,794",Stay Flee Get Lizzy,2 Cups,"Feat. Popcaan, Fredo & Tory Lanez",,N
2019-11-02,196,"46,728",George Ezra,Paradise,,,N
2019-11-02,197,"46,628","Krept Konan, Mostack",Cheating On Wifey,,,N
2019-11-02,198,"46,596",Dean Lewis,Be Alright,,,N
2019-11-02,199,"46,579",5 Seconds Of Summer,Youngblood,,,N
2019-11-02,200,"46,575","Keala Settle, The Greatest Showman Ensemble",This Is Me,,,N
2019-11-03,1,"567,407",Tones And I,Dance Monkey,,,N
2019-11-03,2,"323,264",Dua Lipa,Don't Start Now,,,N
2019-11-03,3,"299,615",Regard,Ride It,,,N
2019-11-03,4,"276,037",Post Malone,Circles,,,N
2019-11-03,5,"249,309",Lewis Capaldi,Someone You Loved,,,N
2019-11-03,6,"243,803",Ed Sheeran,South Of The Border,Feat. Camila Cabello & Cardi B,,N
2019-11-03,7,"228,373",Selena Gomez,Lose You To Love Me,,,N
2019-11-03,8,"213,838",Kanye West,Follow God,,,N
2019-11-03,9,"209,394",Travis Scott,Highest In The Room,,,N
2019-11-03,10,"205,991",Maroon 5,Memories,,,N
2019-11-03,11,"204,084",Aitch,Buss Down,Feat. Ziezie,,N
2019-11-03,12,"197,910",Harry Styles,Lights Up,,,N
2019-11-03,13,"189,170",Blackbear,Hot Girl Bummer,,,N
2019-11-03,14,"188,011","Riton, Oliver Heldens",Turn Me On,Feat. Vula,,N
2019-11-03,15,"185,835",Joel Corry,Sorry,,,N
2019-11-03,16,"183,865",Aitch,Taste,Make It Shake,,N
2019-11-03,17,"180,106",Dermot Kennedy,Outnumbered,,,N
2019-11-03,18,"177,513","Jorja Smith, Burna Boy",Be Honest,,,N
2019-11-03,19,"175,820",Aj Tracey,Ladbroke Grove,,,N
2019-11-03,20,"173,542","Meduza, Becky Hill, Goodboys",Lose Control,,,N
2019-11-03,21,"169,901",Lewis Capaldi,Bruises,,,N
2019-11-03,22,"168,440",Dominic Fike,3 Nights,,,N
2019-11-03,23,"165,805",Young T Bugsey,Strike A Pose,Feat. Aitch,,N
2019-11-03,24,"164,616","Kygo, Whitney Houston",Higher Love,,,N
2019-11-03,25,"158,552",Dave,Professor X,,,N
2019-11-03,26,"156,604",Ed Sheeran,Beautiful People,Feat. Khalid,,N
2019-11-03,27,"147,490",Sam Smith,How Do You Sleep?,,,N
2019-11-03,28,"147,142",Sam Feldt,Post Malone,Feat. Rani,,N
2019-11-03,29,"144,836","Shawn Mendes, Camila Cabello",Se&Ntilde;Orita,,,N
2019-11-03,30,"139,033",Camila Cabello,Liar,,,N
2019-11-03,31,"138,039",Lil Tecca,Ransom,,,N
2019-11-03,32,"136,806",Lizzo,Good As Hell,Feat. Ariana Grande,- Remix,N
2019-11-03,33,"130,302",Niall Horan,Nice To Meet Ya,,,N
2019-11-03,34,"126,959",Ed Sheeran,I Don't Care,With Justin Bieber,,N
2019-11-03,35,"126,145",Headie One,Both,,,N
2019-11-03,36,"125,449",Billie Eilish,Bad Guy,,,N
2019-11-03,37,"125,224","Krept Konan, D-block Europe, Ling Hussle",Tell Me,,,N
2019-11-03,38,"124,273",Ed Sheeran,Take Me Back To London,Feat. Stormzy,,N
2019-11-03,39,"121,245",Dave,Location,Feat. Burna Boy,,N
2019-11-03,40,"121,214","Lauv, Anne-marie","Fuck, I'm Lonely",,,N
2019-11-03,41,"120,381",Ti&Euml;Sto,God Is A Dancer,With Mabel,,N
2019-11-03,42,"116,299",Lil Nas X,Panini,,,N
2019-11-03,43,"109,612",Dan + Shay,"10,000 Hours",With Justin Bieber,,N
2019-11-03,44,"106,480","Aj Tracey, Skepta",Kiss And Tell,,,N
2019-11-03,45,"105,868",Mist,So High,Feat. Fredo,,N
2019-11-03,46,"104,723",Selena Gomez,Look At Her Now,,,N
2019-11-03,47,"103,796",Stormzy,Vossi Bop,,,N
2019-11-03,48,"102,334",Arizona Zervas,Roxanne,,,N
2019-11-03,49,"101,739","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2019-11-03,50,"100,923",Jax Jones,This Is Real,Ft. Ella Henderson,,N
2019-11-03,51,"100,426",Lewis Capaldi,Hold Me While You Wait,,,N
2019-11-03,52,"98,338",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-11-03,53,"95,194",Juice Wrld,Bandit,With Youngboy Never Broke Again,,N
2019-11-03,54,"94,441",Halsey,Graveyard,,,N
2019-11-03,55,"93,502","M Huncho, Nafe Smallz",Thumb,,,N
2019-11-03,56,"91,562",Poundz,Opp Thot,,,N
2019-11-03,57,"90,586",Ariana Grande,Bad To You,With Normani & Nicki Minaj,,N
2019-11-03,58,"90,135",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-11-03,59,"90,050",Lizzo,Truth Hurts,,,N
2019-11-03,60,"87,385","Y2k, Bbno$",Lalala,,,N
2019-11-03,61,"87,233",Coldplay,Orphans,,,N
2019-11-03,62,"85,481",Shaed,Trampoline,With Zayn,,N
2019-11-03,63,"82,750",Normani,Motivation,,,N
2019-11-03,64,"81,543",Post Malone,Take What You Want,Feat. Ozzy Osbourne & Travis Scott,,N
2019-11-03,65,"81,214","Krept Konan, Wizkid",G Love,,,N
2019-11-03,66,"80,648",Chris Brown,No Guidance,Feat. Drake,,N
2019-11-03,67,"80,234","Meduza, Goodboys",Piece Of Your Heart,,,N
2019-11-03,68,"78,199",The Killers,Mr. Brightside,,,N
2019-11-03,69,"77,598","Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, Jay1",Keisha & Becky - Remix,,,N
2019-11-03,70,"74,972",Lizzo,Good As Hell,,,N
2019-11-03,71,"74,563","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-11-03,72,"74,069",Summer Walker,Playing Games,With Bryson Tiller,- Extended Version,N
2019-11-03,73,"73,445",Ariana Grande,Don't Call Me Angel,Charlie's Angels,(With Miley Cyrus & Lana Del Rey),N
2019-11-03,74,"72,895",Endor,Pump It Up,,,N
2019-11-03,75,"72,867","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-11-03,76,"71,212","Dave, Aj Tracey",Thiago Silva,,,N
2019-11-03,77,"70,697",George Ezra,Shotgun,,,N
2019-11-03,78,"70,014",D-block Europe,Home P*Ssy,,,N
2019-11-03,79,"69,980",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-11-03,80,"68,689",Frank Ocean,In My Room,,,N
2019-11-03,81,"65,565",Nsg,Trust Issues,,,N
2019-11-03,82,"65,420",Ynw Melly,223's,Feat. 9lokknine,,N
2019-11-03,83,"64,764",Queen,Bohemian Rhapsody - Remastered 2011,,,N
2019-11-03,84,"64,664",Lewis Capaldi,Grace,,,N
2019-11-03,85,"62,628",Raye,Love Me Again,With Jess Glynne,,N
2019-11-03,86,"61,497",Young Thug,Hot,Remix,[Feat. Gunna And Travis Scott],N
2019-11-03,87,"61,116",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-11-03,88,"60,911",Ava Max,Sweet But Psycho,,,N
2019-11-03,89,"60,172",Lil Tecca,Love Me,,,N
2019-11-03,90,"60,045","Sigala, Ella Henderson",We Got Love,,,N
2019-11-03,91,"59,781","Nsg, Tion Wayne",Options,,,N
2019-11-03,92,"59,616",Mabel,Mad Love,,,N
2019-11-03,93,"59,569","Dave, Fredo",Funky Friday,,,N
2019-11-03,94,"59,253",Stormzy,Wiley Flow,,,N
2019-11-03,95,"58,454",James Arthur,Say You Won't Let Go,,,N
2019-11-03,96,"58,325",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-11-03,97,"57,658",Katy Perry,Harleys In Hawaii,,,N
2019-11-03,98,"57,630",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-11-03,99,"57,406","Marshmello, Bastille",Happier,,,N
2019-11-03,100,"57,290",Ariana Grande,Boyfriend,With Social House,,N
2019-11-03,101,"57,138",Freya Ridings,Castles,,,N
2019-11-03,102,"57,095","Sigala, Becky Hill",Wish You Well,,,N
2019-11-03,103,"56,936",Billie Eilish,When The Party's Over,,,N
2019-11-03,104,"56,521",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-11-03,105,"56,346",Post Malone,Wow.,,,N
2019-11-03,106,"56,171","Major Lazer, Khalid, Death Stranding: Timefall, Diplo",Trigger,,,N
2019-11-03,107,"55,440",Kanye West,Closed On Sunday,,,N
2019-11-03,108,"55,316",Oasis,Wonderwall - Remastered,,,N
2019-11-03,109,"55,180",Mabel,Don't Call Me Up,,,N
2019-11-03,110,"54,835",Juice Wrld,Lucid Dreams,,,N
2019-11-03,111,"54,671",Lil Tjay,F.N,,,N
2019-11-03,112,"54,571",Jonas Brothers,Sucker,,,N
2019-11-03,113,"54,033",Ariana Grande,7 Rings,,,N
2019-11-03,114,"53,948",Billie Eilish,Lovely,With Khalid,,N
2019-11-03,115,"53,772",Zedd,Good Thing,With Kehlani,,N
2019-11-03,116,"53,625",Kanye West,Selah,,,N
2019-11-03,117,"53,615",Queen,Don't Stop Me Now - Remastered 2011,,,N
2019-11-03,118,"53,298",Ariana Grande,"Thank U, Next",,,N
2019-11-03,119,"52,969","Krept Konan, Spice, Tory Lanez",First Time,,,N
2019-11-03,120,"52,488",Wham!,Last Christmas,,,Y
2019-11-03,121,"52,466",Young Thug,The London,Feat. J. Cole & Travis Scott,,N
2019-11-03,122,"52,315","Hardy Caprio, Digdat",Guten Tag,,,N
2019-11-03,123,"52,188",Kanye West,On God,,,N
2019-11-03,124,"52,184","Internet Money, Lil Tecca, A Boogie Wit Da Hoodie",Somebody,,,N
2019-11-03,125,"51,996","French Montana, Rvssian",Writing On The Wall,Feat. Post Malone & Cardi B,,N
2019-11-03,126,"51,803",The Script,The Last Time,,,N
2019-11-03,127,"51,609",Ed Sheeran,Cross Me,Feat. Chance The Rapper & Pnb Rock,,N
2019-11-03,128,"51,209",Ali Gatie,It's You,,,N
2019-11-03,129,"50,738",Lil Mosey,Stuck In A Dream,Feat. Gunna,,N
2019-11-03,130,"50,638",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-11-03,131,"50,566",Jax Jones,Harder,With Bebe Rexha,,N
2019-11-03,132,"50,562",Tom Walker,Just You And I,,,N
2019-11-03,133,"50,560",Ed Sheeran,Shape Of You,,,N
2019-11-03,134,"50,476",Anne-marie,2002,,,N
2019-11-03,135,"50,211",Elton John,Rocket Man,"I Think It's Going To Be A Long, Long Time",,N
2019-11-03,136,"50,078","Krept Konan, Headie One, K-trap",I Spy,,,N
2019-11-03,137,"49,941","D-block Europe, Lil Baby",Nookie,,,N
2019-11-03,138,"49,859",The Cast Of Rupaul's Drag Race Uk,Break Up Bye Bye - Frock Destroyers Version,,,N
